37.842710593, -0.105767,
37.844008272, -0.105767,
37.847983654, -0.099630,
37.852089373, -0.099630,
37.856719234, -0.100145,
37.860037321, -0.100145,
37.868431916, -0.088909,
37.872169467, -0.088909,
37.876910100, -0.105411,
37.880114251, -0.105411,
37.884017375, -0.105411,
37.887975425, -0.089496,
37.892014968, -0.089496,
37.898773974, -0.110448,
37.900069739, -0.110448,
37.904073926, -0.110448,
37.907976319, -0.102790,
37.912007097, -0.102790,
37.916705699, -0.070048,
37.919991224, -0.070048,
37.924328201, -0.070048,
37.929098198, -0.092621,
37.932197270, -0.092621,
37.936817925, -0.078722,
37.940090575, -0.078722,
37.944114690, -0.078722,
37.947967169, -0.077297,
37.952103455, -0.077297,
37.957357831, -0.074608,
37.962786877, -0.074608,
37.964004955, -0.074608,
37.967991378, -0.079286,
37.972018247, -0.079286,
37.976810256, -0.067812,
37.980093688, -0.067812,
37.984080000, -0.067812,
37.992647623, -0.078619,
37.993645484, -0.078619,
37.997149222, -0.073373,
38.000141792, -0.073373,
38.004095443, -0.073373,
38.007975714, -0.099860,
38.012081183, -0.099860,
38.016605856, -0.097340,
38.020188904, -0.097340,
38.025384889, -0.097340,
38.028117266, -0.089326,
38.032122655, -0.089326,
38.036741757, -0.106912,
38.040091994, -0.106912,
38.044092063, -0.106912,
38.047972165, -0.115394,
38.052331965, -0.115394,
38.058049267, -0.086093,
38.060132575, -0.086093,
38.064135909, -0.086093,
38.067990272, -0.118658,
38.072116600, -0.118658,
38.076708951, -0.117843,
38.080118130, -0.117843,
38.084586697, -0.117843,
38.088781585, -0.091033,
38.092206263, -0.091033,
38.096684498, -0.044514,
38.100042891, -0.044514,
38.104121158, -0.044514,
38.107979608, -0.024344,
38.112091529, -0.024344,
38.122436600, -0.009602,
38.124068822, -0.009602,
38.128051508, -0.033516,
38.132079099, -0.033516,
38.136492591, -0.048978,
38.140090548, -0.048978,
38.144016536, -0.048978,
38.148281377, -0.041563,
38.152886873, -0.041563,
38.157001479, -0.033532,
38.160149003, -0.033532,
38.164089999, -0.033532,
38.168079528, -0.031002,
38.172087943, -0.031002,
38.176699460, -0.034444,
38.180243985, -0.034444,
38.184763479, -0.034444,
38.188276284, -0.031766,
38.192174239, -0.031766,
38.196858274, -0.056642,
38.200057275, -0.056642,
38.204112689, -0.056642,
38.208080617, -0.034196,
38.212545046, -0.034196,
38.217867750, -0.058497,
38.220262167, -0.058497,
38.224169310, -0.058497,
38.228017100, -0.019675,
38.232081010, -0.019675,
38.236537643, -0.039825,
38.240086527, -0.039825,
38.244235358, -0.039825,
38.250457968, -0.047493,
38.252107784, -0.047493,
38.256915533, -0.031358,
38.260101159, -0.031358,
38.264082652, -0.031358,
38.268077872, -0.057236,
38.272082339, -0.057236,
38.281586035, -0.067901,
38.284242719, -0.067901,
38.288083876, -0.049953,
38.292082302, -0.049953,
38.296715401, -0.032024,
38.300081698, -0.032024,
38.304072990, -0.032024,
38.308331318, -0.056469,
38.314448378, -0.056469,
38.316667563, -0.040998,
38.320104805, -0.040998,
38.324090016, -0.040998,
38.328016065, -0.061774,
38.332086587, -0.061774,
38.336571554, -0.030653,
38.344394817, -0.030653,
38.345542972, -0.030653,
38.348131236, -0.049764,
38.352199935, -0.049764,
38.356873350, -0.036460,
38.360282719, -0.036460,
38.364078150, -0.036460,
38.367971407, -0.048980,
38.372423642, -0.048980,
38.379476284, -0.047692,
38.380251924, -0.047692,
38.384084175, -0.047692,
38.387989254, -0.061992,
38.392080315, -0.061992,
38.396704617, -0.038808,
38.400104759, -0.038808,
38.409647058, -0.031780,
38.412355851, -0.031780,
38.416886885, -0.065918,
38.420035010, -0.065918,
38.424078421, -0.065918,
38.428000562, 0.022176,
38.432070473, 0.022176,
38.437318176, 0.002707,
38.440654267, 0.002707,
38.444350950, 0.002707,
38.448007168, 0.012532,
38.452102387, 0.012532,
38.456940624, 0.012063,
38.460252008, 0.012063,
38.464198555, 0.012063,
38.468166153, -0.010232,
38.473305991, -0.010232,
38.477079140, -0.002737,
38.480143856, -0.002737,
38.484093600, -0.002737,
38.487986165, -0.003167,
38.492085311, -0.003167,
38.496697881, -0.002098,
38.505105561, -0.002098,
38.508117818, 0.004348,
38.512076228, 0.004348,
38.516670612, -0.006151,
38.520022543, -0.006151,
38.524087535, -0.006151,
38.527986963, 0.001808,
38.532265720, 0.001808,
38.538256851, 0.006313,
38.540119580, 0.006313,
38.544233324, 0.006313,
38.547973972, -0.004469,
38.552097635, -0.004469,
38.556636074, 0.003297,
38.560096139, 0.003297,
38.570632613, -0.024275,
38.572068202, -0.024275,
38.576659662, -0.015790,
38.580113936, -0.015790,
38.584095320, -0.015790,
38.587977445, -0.007732,
38.592078124, -0.007732,
38.597468868, 0.006498,
38.600454515, 0.006498,
38.604737420, 0.006498,
38.608038895, 0.000865,
38.612134645, 0.000865,
38.616761862, 0.008233,
38.620020686, 0.008233,
38.624075549, 0.008233,
38.628174645, -0.005031,
38.633197763, -0.005031,
38.637505915, 0.022363,
38.640037081, 0.022363,
38.644153590, 0.022363,
38.647976734, 0.021303,
38.652108392, 0.021303,
38.656696495, -0.006953,
38.663001420, -0.006953,
38.664518264, -0.006953,
38.668400380, 0.001994,
38.672087947, 0.001994,
38.676982340, -0.000736,
38.680107180, -0.000736,
38.684077232, -0.000736,
38.688081309, 0.014469,
38.692195954, 0.014469,
38.698383007, 0.001346,
38.700146738, 0.001346,
38.704090531, 0.001346,
38.708085821, 0.018999,
38.712132788, 0.018999,
38.716715421, -0.005233,
38.720121534, -0.005233,
38.724296344, -0.005233,
38.730092506, 0.000489,
38.732261215, 0.000489,
38.736867502, -0.016461,
38.740106850, -0.016461,
38.744061853, -0.016461,
38.748096958, -0.015778,
38.752114119, -0.015778,
38.757301638, -0.012008,
38.760755061, -0.012008,
38.764110789, -0.012008,
38.768158028, 0.010682,
38.772089346, 0.010682,
38.776899450, 0.006890,
38.780095284, 0.006890,
38.784082249, 0.006890,
38.788267839, 0.016648,
38.792870620, 0.016648,
38.797109892, 0.008805,
38.800024524, 0.008805,
38.804077794, 0.008805,
38.808057093, -0.019918,
38.812106786, -0.019918,
38.817098453, 0.001046,
38.820460473, 0.001046,
38.824942225, 0.001046,
38.828219484, 0.040011,
38.832137067, 0.040011,
38.836763231, 0.058964,
38.840109502, 0.058964,
38.844100453, 0.058964,
38.848004109, 0.029303,
38.853857209, 0.029303,
38.858822907, 0.057546,
38.861073381, 0.057546,
38.864679564, 0.057546,
38.868412486, 0.031422,
38.872350718, 0.031422,
38.876900358, 0.063783,
38.880068320, 0.063783,
38.886645873, 0.063783,
38.889667477, 0.066461,
38.892966127, 0.066461,
38.896887898, 0.071705,
38.900050750, 0.071705,
38.904115211, 0.071705,
38.907972690, 0.051091,
38.911989961, 0.051091,
38.918210988, 0.062849,
38.920749007, 0.062849,
38.924308982, 0.062849,
38.928032707, 0.069784,
38.932083261, 0.069784,
38.936618364, 0.038217,
38.940082157, 0.038217,
38.944112293, 0.038217,
38.948287483, 0.048220,
38.953018907, 0.048220,
38.957272737, 0.068081,
38.960156872, 0.068081,
38.964132163, 0.068081,
38.967971638, 0.081486,
38.972020459, 0.081486,
38.976766251, 0.060612,
38.984306767, 0.060612,
38.985396853, 0.060612,
38.988109402, 0.033773,
38.992063865, 0.033773,
38.996850724, 0.047965,
39.000110701, 0.047965,
39.004119747, 0.047965,
39.007973067, 0.056112,
39.016431443, 0.056112,
39.018748313, 0.035714,
39.020209080, 0.035714,
39.024151220, 0.035714,
39.028019609, 0.052634,
39.032083479, 0.052634,
39.036446265, 0.061097,
39.040096020, 0.061097,
39.049843047, 0.033872,
39.052389893, 0.033872,
39.056752228, 0.046130,
39.060226851, 0.046130,
39.064094469, 0.046130,
39.067975843, 0.062643,
39.072097442, 0.062643,
39.077221481, 0.059644,
39.080946588, 0.059644,
39.084166229, 0.059644,
39.088057131, 0.053942,
39.092089170, 0.053942,
39.096690488, 0.081677,
39.100002954, 0.081677,
39.104093023, 0.081677,
39.108262754, 0.055047,
39.112789601, 0.055047,
39.117040114, 0.057456,
39.120052361, 0.057456,
39.124108326, 0.057456,
39.128001031, 0.067787,
39.132082955, 0.067787,
39.136349349, 0.052225,
39.144455527, 0.052225,
39.148229748, 0.079694,
39.152189591, 0.079694,
39.156938468, 0.073777,
39.160161515, 0.073777,
39.164196340, 0.073777,
39.168204183, 0.077012,
39.172337314, 0.077012,
39.178181908, 0.068603,
39.180207105, 0.068603,
39.184155696, 0.068603,
39.187993187, 0.067377,
39.192080761, 0.067377,
39.196699883, 0.066008,
39.200004264, 0.066008,
39.204477730, 0.066008,
39.209491299, 0.069815,
39.212242742, 0.069815,
39.216912329, 0.076022,
39.220110679, 0.076022,
39.224136186, 0.076022,
39.228009034, 0.068562,
39.232129471, 0.068562,
39.237369289, 0.043254,
39.240588588, 0.043254,
39.244258762, 0.043254,
39.248120589, 0.069973,
39.252117431, 0.069973,
39.256901346, 0.067188,
39.260217989, 0.067188,
39.264198231, 0.067188,
39.272840345, 0.061927,
39.277264808, 0.067960,
39.280132671, 0.067960,
39.284142849, 0.067960,
39.288155632, 0.070100,
39.292207369, 0.070100,
39.296924396, 0.050101,
39.305059469, 0.050101,
39.308160134, 0.082977,
39.312081063, 0.082977,
39.316943265, 0.060368,
39.320096409, 0.060368,
39.324090397, 0.060368,
39.327976600, 0.052873,
39.332305391, 0.052873,
39.338202144, 0.077592,
39.340225407, 0.077592,
39.344180030, 0.077592,
39.348033722, 0.061633,
39.352111277, 0.061633,
39.356683250, 0.077032,
39.360237534, 0.077032,
39.364299450, 0.077032,
39.370271815, 0.046933,
39.372069421, 0.046933,
39.377021845, 0.060305,
39.380102100, 0.060305,
39.384079266, 0.060305,
39.387980137, 0.079667,
39.392071358, 0.079667,
39.401823696, 0.056212,
39.404127010, 0.056212,
39.408016690, 0.044177,
39.412022269, 0.044177,
39.416734497, 0.057146,
39.420096527, 0.057146,
39.424075065, 0.057146,
39.428296804, 0.044700,
39.433071300, 0.044700,
39.437208569, 0.050563,
39.440026407, 0.050563,
39.444180258, 0.050563,
39.447975529, 0.039531,
39.452145710, 0.039531,
39.456948710, 0.058218,
39.460330567, 0.058218,
39.464933418, 0.058218,
39.468112251, 0.062879,
39.472069519, 0.062879,
39.476945467, 0.054429,
39.480098711, 0.054429,
39.484080997, 0.054429,
39.487982519, 0.002969,
39.492271365, 0.002969,
39.498182715, -0.022196,
39.500048450, -0.022196,
39.504053729, -0.022196,
39.507981861, -0.000187,
39.512011957, -0.000187,
39.516884779, 0.017147,
39.520046680, 0.017147,
39.524230637, 0.017147,
39.528959236, -0.001823,
39.532137909, -0.001823,
39.536711354, 0.002286,
39.540114632, 0.002286,
39.544112637, 0.002286,
39.547972370, -0.009247,
39.552112444, -0.009247,
39.562172575, 0.004475,
39.564122700, 0.004475,
39.568029111, 0.008725,
39.572118128, 0.008725,
39.576549765, 0.019633,
39.580113246, 0.019633,
39.584078510, 0.019633,
39.592065642, 0.018902,
39.592958795, 0.018902,
39.596913468, -0.007785,
39.600160149, -0.007785,
39.604135501, -0.007785,
39.607985566, -0.007079,
39.612116793, -0.007079,
39.616676302, -0.037587,
39.620314234, -0.037587,
39.624983812, -0.037587,
39.628236685, -0.012675,
39.632147344, -0.012675,
39.636685853, 0.006872,
39.640102496, 0.006872,
39.644099099, 0.006872,
39.648076655, 0.015236,
39.652335574, 0.015236,
39.658293042, 0.021178,
39.660194043, 0.021178,
39.664151933, 0.021178,
39.667993090, -0.013031,
39.672023216, -0.013031,
39.676755873, -0.000203,
39.680096582, -0.000203,
39.688892558, -0.001982,
39.692298922, -0.001982,
39.696910159, 0.001647,
39.700063834, 0.001647,
39.704112004, 0.001647,
39.708087326, -0.001718,
39.712098746, -0.001718,
39.717069053, -0.008611,
39.721103908, -0.008611,
39.724089274, -0.008611,
39.728052754, 0.022975,
39.732095975, 0.022975,
39.736497404, 0.010305,
39.740111361, 0.010305,
39.744056596, 0.010305,
39.752843053, 0.021275,
39.757311360, 0.030818,
39.760297027, 0.030818,
39.764089201, 0.030818,
39.768120670, 0.022818,
39.772097945, 0.022818,
39.776686219, 0.006955,
39.780207901, 0.006955,
39.786289634, 0.006955,
39.788068124, 0.037014,
39.792128406, 0.037014,
39.796821719, -0.002898,
39.800076776, -0.002898,
39.804092845, -0.002898,
39.808077735, 0.025054,
39.816702056, 0.025054,
39.820350859, 0.032622,
39.824157832, 0.032622,
39.828006724, 0.015508,
39.832109337, 0.015508,
39.836539251, 0.006672,
39.840098995, 0.006672,
39.844350089, 0.006672,
39.850319049, 0.012945,
39.852089673, 0.012945,
